TransactionID,CustomerID,CartStartTimestamp,TransactionTimestamp,TransactionDuration,ProductPurchased,Quantity,PaymentMethod,DeviceUsed,BrowserUsed,IPAddress,SuspiciousFlag,Abandoned,DeliveryStatus,ExpectedDeliveryDate,Discount,Region
TRANS_385643,CUST_5153,11/7/2024,11/8/2024,115,PROD_0019,3,Bank Transfer,Desktop,Edge,98.61.155.96,True,No,Pending,11/9/2024,0.09,Asia Pacific
TRANS_288747,CUST_9888,11/2/2024,11/3/2024,316,PROD_0021,1,PayPal,Desktop,Firefox,231.179.41.130,False,No,Cancelled,11/24/2024,0.04,Asia Pacific
TRANS_211413,CUST_1429,11/10/2024,11/11/2024,135,PROD_0048,1,PayPal,Mobile,Chrome,74.75.69.140,True,No,Cancelled,11/19/2024,0.02,Europe
TRANS_533247,CUST_7759,11/16/2024,11/17/2024,178,PROD_0023,3,Credit Card,Tablet,Safari,39.236.208.33,True,No,Delivered,11/18/2024,0.2,Africa
TRANS_231705,CUST_4947,11/2/2024,11/3/2024,635,PROD_0046,3,Bank Transfer,Desktop,Edge,200.192.160.207,True,No,Delivered,11/13/2024,0.13,North America
TRANS_430562,CUST_3383,11/1/2024,11/2/2024,481,PROD_0017,2,Bank Transfer,Desktop,Edge,19.66.232.173,False,No,Cancelled,11/13/2024,0.02,Asia Pacific
TRANS_638944,CUST_1393,11/22/2024,11/23/2024,376,PROD_0005,1,PayPal,Tablet,Firefox,81.250.254.32,False,No,Delivered,11/24/2024,0.11,Europe
TRANS_201836,CUST_9305,11/10/2024,11/11/2024,275,PROD_0023,3,Mobile Payment,Mobile,Chrome,17.236.168.68,True,No,Pending,11/13/2024,0.01,North America
TRANS_356470,CUST_9162,11/8/2024,11/9/2024,392,PROD_0047,5,Mobile Payment,Desktop,Safari,82.49.232.31,True,No,Pending,11/23/2024,0.09,North America
TRANS_328588,CUST_1841,11/10/2024,11/11/2024,299,PROD_0022,1,Bank Transfer,Desktop,Chrome,232.222.232.56,False,No,Pending,11/24/2024,0.09,North America
TRANS_878855,CUST_7127,11/12/2024,11/13/2024,883,PROD_0028,1,Mobile Payment,Tablet,Chrome,42.195.223.201,False,No,Pending,11/18/2024,0.01,North America
TRANS_846360,CUST_4190,11/3/2024,11/4/2024,983,PROD_0023,1,PayPal,Tablet,Edge,156.200.182.91,True,No,Pending,11/21/2024,0.07,Africa
TRANS_617742,CUST_3281,10/31/2024,11/1/2024,131,PROD_0015,1,Credit Card,Tablet,Safari,253.160.81.155,True,No,Cancelled,11/12/2024,0.01,Asia Pacific
TRANS_473243,CUST_7598,10/31/2024,11/1/2024,959,PROD_0029,1,Mobile Payment,Desktop,Firefox,92.66.53.103,True,No,Pending,11/23/2024,0.1,Asia Pacific
TRANS_153754,CUST_3049,11/6/2024,11/7/2024,998,PROD_0037,1,Credit Card,Desktop,Chrome,78.140.138.153,False,No,Delivered,11/11/2024,0.1,Asia Pacific
TRANS_674798,CUST_6984,11/6/2024,11/7/2024,378,PROD_0031,1,PayPal,Tablet,Chrome,44.76.127.14,False,No,Pending,11/19/2024,0.17,Africa
TRANS_390268,CUST_3865,10/31/2024,11/1/2024,282,PROD_0049,2,PayPal,Tablet,Firefox,209.245.231.71,False,No,Pending,11/13/2024,0.14,North America
TRANS_766439,CUST_9341,11/15/2024,11/16/2024,631,PROD_0047,3,PayPal,Tablet,Firefox,229.1.106.69,True,No,Cancelled,11/27/2024,0.01,Africa
TRANS_588876,CUST_3486,10/31/2024,11/1/2024,828,PROD_0032,1,Credit Card,Mobile,Firefox,127.72.12.50,False,No,Cancelled,11/23/2024,0.13,Africa
TRANS_946251,CUST_7056,11/19/2024,11/20/2024,151,PROD_0018,1,Bank Transfer,Desktop,Safari,22.157.50.69,False,No,Delivered,11/25/2024,0.17,Asia Pacific
TRANS_265598,CUST_1822,11/19/2024,11/20/2024,929,PROD_0022,2,Bank Transfer,Desktop,Chrome,77.59.249.30,False,No,Cancelled,11/23/2024,0.09,North America
TRANS_865634,CUST_8683,11/13/2024,11/14/2024,128,PROD_0027,5,Mobile Payment,Mobile,Chrome,81.69.172.172,False,No,Cancelled,11/16/2024,0.15,North America
TRANS_192113,CUST_1171,11/12/2024,11/13/2024,784,PROD_0023,2,Credit Card,Desktop,Chrome,244.211.94.216,False,No,Delivered,11/24/2024,0.11,Asia Pacific
TRANS_664001,CUST_2825,11/5/2024,11/6/2024,551,PROD_0015,1,Credit Card,Tablet,Firefox,246.100.129.106,False,No,Delivered,11/27/2024,0.07,Asia Pacific
TRANS_266440,CUST_6558,11/9/2024,11/10/2024,502,PROD_0046,2,Credit Card,Mobile,Chrome,27.242.182.92,True,No,Cancelled,11/16/2024,0.11,Europe
TRANS_883330,CUST_5452,11/3/2024,11/4/2024,632,PROD_0019,1,Mobile Payment,Desktop,Firefox,226.121.30.65,False,No,Delivered,11/17/2024,0.11,Africa
TRANS_721032,CUST_6609,11/2/2024,11/3/2024,813,PROD_0032,1,Mobile Payment,Tablet,Safari,184.148.174.240,True,No,Delivered,11/17/2024,0.19,Africa
TRANS_906082,CUST_1096,11/1/2024,11/2/2024,984,PROD_0005,2,Credit Card,Mobile,Chrome,64.65.217.190,False,No,Pending,11/13/2024,0.05,Asia Pacific
TRANS_303541,CUST_1784,11/21/2024,11/22/2024,518,PROD_0034,1,Bank Transfer,Mobile,Edge,12.194.12.56,False,No,Delivered,11/22/2024,0.13,Africa
TRANS_261347,CUST_4800,11/23/2024,11/24/2024,326,PROD_0011,2,Mobile Payment,Desktop,Safari,140.191.131.217,False,No,Pending,11/27/2024,0.19,Asia Pacific
TRANS_120011,CUST_5654,11/15/2024,11/16/2024,137,PROD_0019,2,Credit Card,Tablet,Edge,234.135.137.43,True,No,Cancelled,11/17/2024,0.06,Europe
TRANS_190127,CUST_2111,11/5/2024,11/6/2024,572,PROD_0028,1,Credit Card,Desktop,Edge,115.41.177.18,False,No,Delivered,11/15/2024,0.01,North America
TRANS_538232,CUST_2527,11/7/2024,11/8/2024,548,PROD_0025,1,PayPal,Desktop,Chrome,149.193.54.161,False,No,Pending,11/22/2024,0.07,Asia Pacific
TRANS_540120,CUST_7552,11/11/2024,11/12/2024,895,PROD_0046,3,Credit Card,Mobile,Chrome,26.55.51.139,True,No,Delivered,11/22/2024,0.17,North America
TRANS_673660,CUST_3900,11/4/2024,11/5/2024,107,PROD_0016,1,Credit Card,Mobile,Safari,244.238.58.189,True,No,Delivered,11/25/2024,0.09,Africa
TRANS_476434,CUST_2650,11/13/2024,11/14/2024,979,PROD_0045,1,PayPal,Tablet,Firefox,178.213.20.60,False,No,Delivered,11/20/2024,0.1,Europe
TRANS_920656,CUST_2177,11/3/2024,11/4/2024,272,PROD_0012,1,Mobile Payment,Tablet,Firefox,4.43.40.175,False,No,Pending,11/24/2024,0.19,Europe
TRANS_884269,CUST_9522,11/3/2024,11/4/2024,352,PROD_0015,1,Credit Card,Mobile,Firefox,241.12.242.19,True,No,Pending,11/19/2024,0.02,North America
TRANS_370331,CUST_8627,11/16/2024,11/17/2024,337,PROD_0015,1,Bank Transfer,Tablet,Firefox,167.177.161.8,False,No,Pending,11/21/2024,0.14,North America
TRANS_384361,CUST_5971,10/31/2024,11/1/2024,491,PROD_0037,1,Credit Card,Mobile,Chrome,72.27.219.247,True,No,Cancelled,11/27/2024,0.15,North America
TRANS_437163,CUST_4065,10/31/2024,11/1/2024,163,PROD_0023,1,Bank Transfer,Desktop,Safari,66.168.131.22,True,No,Delivered,11/23/2024,0.06,Asia Pacific
TRANS_309635,CUST_5951,11/15/2024,11/16/2024,356,PROD_0004,3,Mobile Payment,Desktop,Safari,137.120.88.221,True,No,Cancelled,11/25/2024,0.09,Africa
TRANS_898825,CUST_7119,11/2/2024,11/3/2024,932,PROD_0024,1,Credit Card,Tablet,Safari,207.239.7.59,False,No,Pending,11/3/2024,0.09,Asia Pacific
TRANS_104918,CUST_2053,11/2/2024,11/3/2024,133,PROD_0014,1,Mobile Payment,Desktop,Firefox,150.232.71.115,False,No,Cancelled,11/13/2024,0.13,Asia Pacific
TRANS_803646,CUST_5716,11/5/2024,11/6/2024,681,PROD_0009,1,PayPal,Desktop,Edge,156.126.98.113,True,No,Pending,11/14/2024,0.11,Africa
TRANS_108833,CUST_7879,11/8/2024,11/9/2024,987,PROD_0027,3,Mobile Payment,Mobile,Edge,195.43.156.148,False,No,Pending,11/13/2024,0.07,Africa
TRANS_190847,CUST_5501,11/9/2024,11/10/2024,788,PROD_0003,3,Credit Card,Desktop,Firefox,110.10.85.212,True,No,Cancelled,11/17/2024,0.07,North America
TRANS_319324,CUST_7067,11/12/2024,11/13/2024,155,PROD_0024,3,Bank Transfer,Tablet,Edge,210.42.236.244,False,No,Cancelled,11/20/2024,0.16,Africa
TRANS_483745,CUST_2491,11/5/2024,11/6/2024,870,PROD_0026,1,Bank Transfer,Mobile,Firefox,137.176.114.105,True,No,Pending,11/20/2024,0.01,Europe
TRANS_288547,CUST_4675,11/18/2024,11/19/2024,815,PROD_0032,1,Credit Card,Tablet,Safari,129.122.42.147,False,No,Pending,11/19/2024,0.07,Africa
TRANS_259976,CUST_4053,10/31/2024,11/1/2024,618,PROD_0029,1,PayPal,Desktop,Firefox,251.186.67.7,True,No,Cancelled,11/24/2024,0.18,Europe
TRANS_214082,CUST_2446,11/11/2024,11/12/2024,776,PROD_0019,1,Mobile Payment,Desktop,Chrome,167.83.141.13,False,No,Cancelled,11/13/2024,0.06,North America
TRANS_325925,CUST_1439,11/4/2024,11/5/2024,171,PROD_0011,3,Mobile Payment,Tablet,Firefox,128.220.4.84,False,No,Cancelled,11/10/2024,0.02,Africa
TRANS_717904,CUST_4299,10/31/2024,11/1/2024,916,PROD_0029,2,Credit Card,Desktop,Safari,100.250.51.250,True,No,Pending,11/25/2024,0.09,Africa
TRANS_572559,CUST_8379,11/9/2024,11/10/2024,173,PROD_0025,1,Mobile Payment,Tablet,Firefox,216.56.170.139,False,No,Pending,11/18/2024,0.15,North America
TRANS_307389,CUST_1020,11/7/2024,11/8/2024,640,PROD_0032,1,Bank Transfer,Desktop,Safari,142.131.79.152,False,No,Cancelled,11/23/2024,0.08,Africa
TRANS_406551,CUST_2600,11/19/2024,11/20/2024,318,PROD_0014,1,Credit Card,Desktop,Chrome,86.87.28.230,True,No,Delivered,11/24/2024,0.1,Europe
TRANS_518566,CUST_7596,11/7/2024,11/8/2024,659,PROD_0027,2,PayPal,Mobile,Safari,217.98.108.188,True,No,Delivered,11/20/2024,0.19,Europe
TRANS_171621,CUST_9726,11/20/2024,11/21/2024,216,PROD_0020,1,Bank Transfer,Mobile,Edge,182.235.45.238,True,No,Pending,11/22/2024,0.05,Asia Pacific
TRANS_445767,CUST_7163,11/3/2024,11/4/2024,220,PROD_0005,3,Mobile Payment,Desktop,Firefox,224.209.88.241,False,No,Delivered,11/9/2024,0.08,Africa
TRANS_478031,CUST_1463,11/14/2024,11/15/2024,359,PROD_0018,1,Mobile Payment,Desktop,Safari,175.110.11.219,False,No,Pending,11/15/2024,0.1,Asia Pacific
TRANS_131820,CUST_7762,11/3/2024,11/4/2024,828,PROD_0044,1,PayPal,Desktop,Chrome,64.124.208.16,False,No,Pending,11/7/2024,0.18,North America
TRANS_513652,CUST_1919,11/14/2024,11/15/2024,559,PROD_0031,2,Mobile Payment,Desktop,Chrome,153.62.160.238,True,No,Cancelled,11/22/2024,0.11,Africa
TRANS_787165,CUST_8590,11/15/2024,11/16/2024,424,PROD_0045,1,Credit Card,Mobile,Edge,197.80.212.34,False,No,Cancelled,11/21/2024,0.2,Asia Pacific
TRANS_237627,CUST_3088,11/19/2024,11/20/2024,633,PROD_0029,1,Credit Card,Tablet,Chrome,232.120.188.218,True,No,Cancelled,11/24/2024,0.01,North America
TRANS_802431,CUST_1224,11/19/2024,11/20/2024,181,PROD_0048,1,Credit Card,Mobile,Safari,215.164.217.6,False,No,Pending,11/27/2024,0.08,Africa
TRANS_962063,CUST_9869,11/4/2024,11/5/2024,984,PROD_0018,1,Bank Transfer,Desktop,Safari,49.254.81.110,False,No,Cancelled,11/19/2024,0.18,Africa
TRANS_767546,CUST_4420,11/8/2024,11/9/2024,647,PROD_0028,1,Bank Transfer,Tablet,Firefox,22.175.204.40,True,No,Pending,11/21/2024,0.01,Africa
TRANS_269109,CUST_9705,11/4/2024,11/5/2024,378,PROD_0026,1,Credit Card,Mobile,Safari,145.88.70.64,True,No,Cancelled,11/20/2024,0.18,Europe
TRANS_294139,CUST_8001,11/2/2024,11/3/2024,757,PROD_0006,1,Mobile Payment,Tablet,Safari,63.147.53.170,False,No,Delivered,11/23/2024,0.1,Africa
TRANS_648076,CUST_6349,11/9/2024,11/10/2024,385,PROD_0010,1,Mobile Payment,Tablet,Edge,130.136.41.206,True,No,Cancelled,11/25/2024,0.01,Africa
TRANS_680879,CUST_3971,11/2/2024,11/3/2024,186,PROD_0018,1,Mobile Payment,Desktop,Chrome,16.213.34.40,False,No,Delivered,11/17/2024,0.05,Asia Pacific
TRANS_588586,CUST_7038,11/17/2024,11/18/2024,710,PROD_0045,1,Mobile Payment,Desktop,Chrome,228.174.98.143,True,No,Delivered,11/19/2024,0.03,Europe
TRANS_137995,CUST_9230,11/17/2024,11/18/2024,374,PROD_0048,1,Mobile Payment,Tablet,Firefox,209.122.38.209,True,No,Cancelled,11/24/2024,0.12,North America
TRANS_468695,CUST_4406,11/4/2024,11/5/2024,421,PROD_0044,1,Mobile Payment,Tablet,Edge,81.95.217.242,True,No,Pending,11/9/2024,0.07,Asia Pacific
TRANS_188828,CUST_3567,11/13/2024,11/14/2024,120,PROD_0009,1,Mobile Payment,Desktop,Safari,167.64.219.160,True,No,Delivered,11/23/2024,0.09,Africa
TRANS_376398,CUST_4341,11/6/2024,11/7/2024,364,PROD_0007,1,Bank Transfer,Tablet,Edge,174.126.132.172,False,No,Cancelled,11/27/2024,0.16,Asia Pacific
TRANS_367100,CUST_6677,11/8/2024,11/9/2024,218,PROD_0016,3,PayPal,Desktop,Chrome,1.40.111.163,False,No,Delivered,11/11/2024,0.01,North America
TRANS_802935,CUST_9654,11/18/2024,11/19/2024,592,PROD_0022,1,Bank Transfer,Tablet,Firefox,131.95.92.237,False,No,Delivered,11/20/2024,0.08,North America
TRANS_289468,CUST_1888,11/13/2024,11/14/2024,598,PROD_0023,3,Bank Transfer,Desktop,Safari,228.115.99.45,True,No,Delivered,11/21/2024,0.1,Africa
TRANS_600049,CUST_6713,11/25/2024,11/26/2024,233,PROD_0045,1,Bank Transfer,Tablet,Safari,218.178.183.94,True,No,Cancelled,11/27/2024,0.04,Europe
TRANS_451304,CUST_5748,11/20/2024,11/21/2024,834,PROD_0044,1,Mobile Payment,Tablet,Chrome,254.219.147.199,True,No,Cancelled,11/24/2024,0.01,Africa
TRANS_807109,CUST_5792,11/10/2024,11/11/2024,509,PROD_0026,1,Mobile Payment,Desktop,Firefox,15.96.67.2,True,No,Delivered,11/18/2024,0.13,Africa
TRANS_392074,CUST_2391,11/3/2024,11/4/2024,408,PROD_0013,1,PayPal,Tablet,Safari,189.91.222.242,True,No,Pending,11/8/2024,0.05,Asia Pacific
TRANS_641337,CUST_5579,11/16/2024,11/17/2024,540,PROD_0026,1,Mobile Payment,Mobile,Edge,105.164.238.218,False,No,Delivered,11/27/2024,0.14,Africa
TRANS_576919,CUST_1313,11/21/2024,11/22/2024,958,PROD_0002,1,Credit Card,Mobile,Edge,140.155.71.119,False,No,Cancelled,11/27/2024,0,North America
TRANS_950651,CUST_8903,11/3/2024,11/4/2024,927,PROD_0013,1,Credit Card,Desktop,Safari,227.64.48.235,True,No,Pending,11/22/2024,0,Africa
TRANS_974330,CUST_7275,11/13/2024,11/14/2024,460,PROD_0007,1,Credit Card,Desktop,Edge,62.87.154.62,True,No,Delivered,11/22/2024,0.13,Asia Pacific
TRANS_831857,CUST_6288,11/7/2024,11/8/2024,325,PROD_0041,1,Mobile Payment,Desktop,Chrome,225.89.184.66,False,No,Pending,11/9/2024,0.14,North America
TRANS_917679,CUST_9296,11/7/2024,11/8/2024,185,PROD_0040,1,Mobile Payment,Tablet,Edge,10.229.138.212,True,No,Delivered,11/22/2024,0.14,Europe
TRANS_726761,CUST_4683,11/8/2024,11/9/2024,332,PROD_0025,1,Credit Card,Mobile,Safari,55.136.128.249,False,No,Cancelled,11/13/2024,0.04,North America
TRANS_140865,CUST_6000,11/4/2024,11/5/2024,959,PROD_0039,3,Mobile Payment,Tablet,Safari,233.69.80.19,False,No,Delivered,11/16/2024,0.04,Africa
TRANS_698460,CUST_1169,11/21/2024,11/22/2024,992,PROD_0028,1,Credit Card,Desktop,Edge,202.6.60.205,False,No,Delivered,11/23/2024,0.06,Asia Pacific
TRANS_705543,CUST_6917,11/4/2024,11/5/2024,508,PROD_0011,1,Mobile Payment,Desktop,Chrome,180.155.60.95,True,No,Delivered,11/22/2024,0.1,Asia Pacific
TRANS_252534,CUST_5163,11/5/2024,11/6/2024,875,PROD_0028,1,Bank Transfer,Tablet,Safari,226.195.95.21,True,No,Cancelled,11/7/2024,0.12,Africa
TRANS_624436,CUST_4600,11/1/2024,11/2/2024,989,PROD_0032,1,PayPal,Desktop,Chrome,127.210.13.68,False,No,Cancelled,11/14/2024,0.16,Asia Pacific
TRANS_934165,CUST_8513,11/2/2024,11/3/2024,255,PROD_0009,1,PayPal,Desktop,Edge,99.141.133.53,False,No,Pending,11/20/2024,0.03,Europe
TRANS_740868,CUST_9139,11/19/2024,11/20/2024,571,PROD_0036,1,Mobile Payment,Desktop,Chrome,245.236.185.131,True,No,Pending,11/22/2024,0.11,Europe
TRANS_102216,CUST_5304,11/23/2024,11/24/2024,510,PROD_0019,2,Credit Card,Mobile,Firefox,42.148.60.12,False,No,Cancelled,11/25/2024,0.17,Africa
TRANS_212349,CUST_5485,11/1/2024,11/2/2024,952,PROD_0012,2,Mobile Payment,Desktop,Firefox,185.69.250.118,True,No,Cancelled,11/24/2024,0.15,Africa
TRANS_542457,CUST_9495,11/1/2024,11/2/2024,283,PROD_0024,2,PayPal,Desktop,Edge,82.244.197.35,False,No,Cancelled,11/18/2024,0.05,North America
TRANS_686444,CUST_7054,11/24/2024,11/25/2024,841,PROD_0048,1,Credit Card,Mobile,Safari,152.223.84.58,True,No,Pending,11/27/2024,0.18,Africa
TRANS_548879,CUST_5677,11/22/2024,11/23/2024,656,PROD_0041,1,Bank Transfer,Tablet,Chrome,35.199.19.203,False,No,Delivered,11/26/2024,0.03,North America
TRANS_882143,CUST_9184,11/11/2024,11/12/2024,738,PROD_0036,1,Mobile Payment,Tablet,Edge,29.49.135.187,True,No,Pending,11/18/2024,0.18,North America
TRANS_333418,CUST_9630,11/7/2024,11/8/2024,708,PROD_0004,4,Mobile Payment,Tablet,Chrome,19.69.70.164,True,No,Pending,11/11/2024,0.12,North America
TRANS_786128,CUST_4932,11/4/2024,11/5/2024,902,PROD_0034,3,PayPal,Mobile,Safari,52.4.46.58,True,No,Pending,11/13/2024,0.11,Europe
TRANS_652678,CUST_5396,11/20/2024,11/21/2024,104,PROD_0001,1,Bank Transfer,Tablet,Chrome,43.51.156.114,False,No,Cancelled,11/24/2024,0.13,Africa
TRANS_671338,CUST_3865,11/1/2024,11/2/2024,980,PROD_0002,1,Credit Card,Desktop,Safari,174.2.90.120,True,No,Delivered,11/22/2024,0.03,Europe
TRANS_751685,CUST_9426,11/6/2024,11/7/2024,474,PROD_0037,1,Credit Card,Desktop,Safari,20.24.57.174,True,No,Delivered,11/23/2024,0.1,Asia Pacific
TRANS_924154,CUST_1738,11/13/2024,11/14/2024,990,PROD_0034,3,Credit Card,Desktop,Safari,207.254.197.209,True,No,Cancelled,11/25/2024,0.05,Europe
TRANS_891189,CUST_1167,11/17/2024,11/18/2024,466,PROD_0049,2,Credit Card,Desktop,Safari,40.249.79.148,True,No,Cancelled,11/23/2024,0.13,Asia Pacific
TRANS_334434,CUST_4378,11/2/2024,11/3/2024,915,PROD_0024,1,Credit Card,Tablet,Firefox,225.74.247.199,False,No,Cancelled,11/26/2024,0.13,North America
TRANS_378409,CUST_5082,11/9/2024,11/10/2024,195,PROD_0030,1,Mobile Payment,Desktop,Edge,63.129.36.71,True,No,Pending,11/22/2024,0.05,Africa
TRANS_268714,CUST_4413,11/13/2024,11/14/2024,537,PROD_0036,1,PayPal,Mobile,Edge,205.207.53.245,True,No,Delivered,11/22/2024,0.04,Africa
TRANS_766187,CUST_1063,11/16/2024,11/17/2024,963,PROD_0005,1,Credit Card,Mobile,Edge,68.192.34.111,False,No,Delivered,11/21/2024,0.1,Europe
TRANS_231677,CUST_1316,11/14/2024,11/15/2024,844,PROD_0039,1,Bank Transfer,Tablet,Chrome,179.120.44.153,False,No,Pending,11/27/2024,0.09,Asia Pacific
TRANS_774291,CUST_4387,11/3/2024,11/4/2024,884,PROD_0005,2,Mobile Payment,Desktop,Edge,242.227.67.211,True,No,Delivered,11/19/2024,0.18,Europe
TRANS_365453,CUST_9933,11/12/2024,11/13/2024,961,PROD_0005,3,Bank Transfer,Desktop,Firefox,60.169.41.11,False,No,Cancelled,11/19/2024,0.04,North America
TRANS_874585,CUST_7905,10/31/2024,11/1/2024,593,PROD_0013,1,PayPal,Desktop,Edge,69.169.42.130,True,No,Delivered,11/10/2024,0.1,Africa
TRANS_778544,CUST_8779,10/31/2024,11/1/2024,289,PROD_0033,3,Credit Card,Tablet,Firefox,184.142.9.174,True,No,Delivered,11/14/2024,0.09,Asia Pacific
TRANS_415162,CUST_1568,11/7/2024,11/8/2024,177,PROD_0015,1,Bank Transfer,Tablet,Firefox,120.3.151.168,True,No,Cancelled,11/16/2024,0.06,North America
TRANS_761790,CUST_6494,11/2/2024,11/3/2024,346,PROD_0018,1,Credit Card,Desktop,Firefox,47.41.66.55,True,No,Pending,11/23/2024,0.13,Asia Pacific
TRANS_411380,CUST_5680,11/20/2024,11/21/2024,181,PROD_0004,4,Mobile Payment,Tablet,Firefox,75.17.242.3,True,No,Pending,11/25/2024,0.05,Asia Pacific
TRANS_370876,CUST_4023,10/31/2024,11/1/2024,589,PROD_0022,1,Mobile Payment,Desktop,Firefox,246.199.187.51,True,No,Cancelled,11/8/2024,0.13,Asia Pacific
TRANS_513620,CUST_9175,11/19/2024,11/20/2024,295,PROD_0043,2,Credit Card,Desktop,Firefox,133.245.33.161,True,No,Delivered,11/24/2024,0.06,Africa
TRANS_821399,CUST_1651,11/3/2024,11/4/2024,251,PROD_0012,2,PayPal,Desktop,Safari,170.18.14.32,True,No,Delivered,11/20/2024,0.05,Africa
TRANS_820428,CUST_7690,11/1/2024,11/2/2024,994,PROD_0011,3,Mobile Payment,Desktop,Safari,160.189.44.13,False,No,Pending,11/5/2024,0.14,North America
TRANS_387255,CUST_7353,11/11/2024,11/12/2024,750,PROD_0041,1,PayPal,Mobile,Edge,78.122.68.18,True,No,Delivered,11/19/2024,0.05,North America
TRANS_337579,CUST_7377,11/9/2024,11/10/2024,869,PROD_0006,1,Bank Transfer,Tablet,Chrome,59.115.124.53,True,No,Pending,11/12/2024,0.06,Asia Pacific
TRANS_297103,CUST_8503,11/6/2024,11/7/2024,940,PROD_0018,1,Mobile Payment,Desktop,Safari,163.52.196.29,True,No,Delivered,11/21/2024,0.17,Africa
TRANS_658778,CUST_9464,11/1/2024,11/2/2024,914,PROD_0009,1,Credit Card,Desktop,Safari,220.215.221.226,False,No,Pending,11/26/2024,0.01,Europe
TRANS_862566,CUST_5558,11/1/2024,11/2/2024,143,PROD_0004,2,Credit Card,Desktop,Safari,90.5.222.131,False,No,Pending,11/6/2024,0.17,Asia Pacific
TRANS_628452,CUST_1789,11/4/2024,11/5/2024,707,PROD_0030,2,Mobile Payment,Mobile,Firefox,216.119.172.194,True,No,Pending,11/18/2024,0.02,Europe
TRANS_915830,CUST_9763,10/31/2024,11/1/2024,181,PROD_0027,5,Credit Card,Mobile,Firefox,141.189.197.83,True,No,Cancelled,11/4/2024,0.07,Asia Pacific
TRANS_734112,CUST_1793,11/23/2024,11/24/2024,507,PROD_0002,1,Credit Card,Tablet,Firefox,163.173.167.122,True,No,Cancelled,11/26/2024,0.09,Africa
TRANS_911890,CUST_9086,11/1/2024,11/2/2024,636,PROD_0039,4,Credit Card,Tablet,Chrome,24.175.72.230,True,No,Cancelled,11/20/2024,0.16,Asia Pacific
TRANS_943193,CUST_9761,11/2/2024,11/3/2024,203,PROD_0027,1,Bank Transfer,Tablet,Edge,229.170.30.206,False,No,Pending,11/24/2024,0.17,North America
TRANS_392843,CUST_7350,11/12/2024,11/13/2024,260,PROD_0005,2,PayPal,Mobile,Safari,153.179.55.202,True,No,Cancelled,11/22/2024,0.11,Africa
TRANS_628035,CUST_1344,11/8/2024,11/9/2024,999,PROD_0049,1,Bank Transfer,Desktop,Edge,76.150.111.8,True,No,Cancelled,11/24/2024,0.19,Asia Pacific
TRANS_336532,CUST_6811,11/16/2024,11/17/2024,307,PROD_0049,2,Credit Card,Tablet,Safari,194.101.241.2,True,No,Pending,11/17/2024,0.07,Asia Pacific
TRANS_878509,CUST_2943,11/2/2024,11/3/2024,526,PROD_0035,1,Credit Card,Desktop,Safari,153.9.158.29,True,No,Delivered,11/12/2024,0.08,Asia Pacific
TRANS_942319,CUST_8936,11/2/2024,11/3/2024,378,PROD_0049,3,PayPal,Desktop,Firefox,160.113.27.102,False,No,Pending,11/25/2024,0.12,Europe
TRANS_224476,CUST_5003,11/2/2024,11/3/2024,730,PROD_0027,3,Credit Card,Tablet,Firefox,100.250.204.219,True,No,Delivered,11/26/2024,0.12,Europe
TRANS_140882,CUST_2084,10/31/2024,11/1/2024,187,PROD_0007,1,PayPal,Tablet,Chrome,15.182.251.69,False,No,Delivered,11/24/2024,0.08,Africa
TRANS_482901,CUST_1614,11/5/2024,11/6/2024,483,PROD_0007,1,PayPal,Mobile,Chrome,134.69.178.173,False,No,Delivered,11/19/2024,0.15,Asia Pacific
TRANS_969429,CUST_4666,11/14/2024,11/15/2024,108,PROD_0029,2,PayPal,Tablet,Chrome,159.192.90.81,True,No,Pending,11/27/2024,0.06,Africa
TRANS_116008,CUST_7198,10/31/2024,11/1/2024,891,PROD_0041,1,PayPal,Tablet,Safari,10.29.30.199,False,No,Delivered,11/12/2024,0.11,North America
TRANS_250811,CUST_6437,11/20/2024,11/21/2024,884,PROD_0036,1,PayPal,Desktop,Chrome,156.31.56.123,False,No,Delivered,11/21/2024,0.19,Africa
TRANS_799473,CUST_8681,11/4/2024,11/5/2024,395,PROD_0024,3,PayPal,Tablet,Safari,208.58.235.209,False,No,Pending,11/6/2024,0.14,Africa
TRANS_661711,CUST_2275,11/22/2024,11/23/2024,697,PROD_0042,3,PayPal,Tablet,Edge,193.37.138.115,True,No,Cancelled,11/25/2024,0.14,Asia Pacific
TRANS_920180,CUST_5353,11/12/2024,11/13/2024,633,PROD_0030,2,PayPal,Desktop,Edge,57.252.93.153,True,No,Delivered,11/18/2024,0.17,Asia Pacific
TRANS_712370,CUST_7038,11/19/2024,11/20/2024,384,PROD_0008,1,Mobile Payment,Mobile,Safari,132.154.248.176,False,No,Pending,11/26/2024,0.09,Asia Pacific
TRANS_744208,CUST_2916,10/31/2024,11/1/2024,194,PROD_0012,2,Credit Card,Mobile,Firefox,85.253.213.93,False,No,Cancelled,11/7/2024,0.12,Africa
TRANS_457682,CUST_7738,11/7/2024,11/8/2024,657,PROD_0042,3,Bank Transfer,Desktop,Chrome,101.246.65.155,True,No,Pending,11/24/2024,0.2,Africa
TRANS_907116,CUST_3191,11/8/2024,11/9/2024,437,PROD_0033,2,Mobile Payment,Desktop,Safari,172.214.189.68,False,No,Pending,11/26/2024,0.11,North America
